"filename", "language", "JavaScript", "comment", "blank", "total"
"c:\xampp\htdocs\ReactNativeApps\CIPTOPUP\app\src\view\screens\TransactionConfirmationScreen.js", "JavaScript", 60, 0, 3, 63
"c:\xampp\htdocs\ReactNativeApps\CIPTOPUP\app\src\view\screens\TransactionDetailsScreen.js", "JavaScript", 43, 0, 3, 46
"c:\xampp\htdocs\ReactNativeApps\CIPTOPUP\app\src\view\screens\TransactionHistoryScreen.js", "JavaScript", 238, 3, 17, 258
"c:\xampp\htdocs\ReactNativeApps\CIPTOPUP\app\src\view\screens\UpdatePasswordScreen..js", "JavaScript", 164, 5, 16, 185
"c:\xampp\htdocs\ReactNativeApps\CIPTOPUP\app\src\view\screens\UpdateProfileScreen.js", "JavaScript", 135, 4, 13, 152
"c:\xampp\htdocs\ReactNativeApps\CIPTOPUP\app\src\view\screens\WalletHistoryScreen.js", "JavaScript", 233, 3, 17, 253
"c:\xampp\htdocs\ReactNativeApps\CIPTOPUP\app\src\view\screens\WalletScreen.js", "JavaScript", 41, 0, 2, 43
"c:\xampp\htdocs\ReactNativeApps\CIPTOPUP\app\src\view\screens\WalletTransferScreen.js", "JavaScript", 125, 7, 17, 149
"c:\xampp\htdocs\ReactNativeApps\CIPTOPUP\app\src\view\screens\authScreens\ForgotPasswordScreen.js", "JavaScript", 104, 5, 8, 117
"c:\xampp\htdocs\ReactNativeApps\CIPTOPUP\app\src\view\screens\authScreens\SignInScreen.js", "JavaScript", 183, 8, 16, 207
"c:\xampp\htdocs\ReactNativeApps\CIPTOPUP\app\src\view\screens\authScreens\SignUpScreen.js", "JavaScript", 197, 5, 9, 211
"c:\xampp\htdocs\ReactNativeApps\CIPTOPUP\app\src\view\screens\cardPaymentsScreens\MonnifyPaymentScreen.js", "JavaScript", 147, 7, 15, 169
"c:\xampp\htdocs\ReactNativeApps\CIPTOPUP\app\src\view\screens\navigators\BottomNavigator.js", "JavaScript", 185, 1, 14, 200
"c:\xampp\htdocs\ReactNativeApps\CIPTOPUP\app\src\view\screens\navigators\DrawerNavigator.js", "JavaScript", 172, 0, 7, 179
"c:\xampp\htdocs\ReactNativeApps\CIPTOPUP\app\src\view\screens\navigators\RootNavigator.js", "JavaScript", 142, 1, 9, 152
"Total", "-", 6287, 182, 532, 7001
